appid,action,adventure,base_building,battle_royale,card_game,cartoon,casual,co_op,competitive,crafting,exploration,fps,fantasy,fighting,moba,massively_multiplayer,open_world,puzzle,rpg,rts,racing,realistic,relaxing,simulation,singleplayer,sports,strategy,survival,tactical,turn_based,","
8790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,49,8,37,0,0,0,0,","
8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,133,0,0,73,","
8850,401,107,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,107,0,0,0,0,0,304,0,0,0,0,0,","
8870,1918,708,0,0,0,0,0,0,0,0,0,2331,238,0,0,0,0,0,183,0,0,0,0,0,1539,0,0,0,0,0,","
8880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,15,0,55,0,7,0,","
8890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,34,0,0,0,","
8930,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,1332,0,3375,0,553,2031,","
8980,664,203,0,0,0,0,0,702,0,0,0,893,0,0,0,0,385,0,748,0,0,0,0,0,282,0,0,0,0,0,","
9000,45,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,","
9010,169,25,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,","
9030,36,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
9040,39,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
9050,195,14,0,0,0,0,0,33,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,","
9060,42,0,0,0,0,0,0,0,0,0,0,34,22,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,","
9160,55,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,","
9180,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,","
9200,349,111,0,0,0,0,0,125,0,64,0,443,0,0,0,0,262,0,105,0,161,0,0,0,163,0,0,58,0,0,","
9310,13,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,33,0,90,0,23,0,","
9340,59,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,21,0,101,0,17,0,","
9350,20,0,27,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,35,0,188,0,0,0,","
9420,37,17,84,0,0,0,0,93,63,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,108,0,308,0,0,0,","
9450,35,15,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,51,0,197,0,0,0,","
9460,55,0,0,0,0,0,0,19,0,0,0,36,0,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,0,0,","
9480,348,66,0,0,0,0,0,193,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,139,0,0,0,0,0,","
9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,10,0,0,0,0,0,","
9760,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,","
9800,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,17,0,0,0,0,0,","
9880,60,27,0,0,0,0,0,34,0,0,0,13,0,0,0,122,63,0,115,0,0,0,0,0,15,0,0,0,0,0,","
9900,133,95,0,0,0,0,0,64,0,0,0,0,0,0,0,315,142,0,257,0,0,0,0,0,69,0,60,0,52,0,","
9940,83,73,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,","
10090,620,210,0,0,0,0,0,496,0,0,0,665,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,255,0,0,","
10100,0,53,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
10110,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,","
10130,89,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,","
10150,364,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,70,0,0,0,0,0,193,0,0,0,0,0,","
10180,1023,167,0,0,0,0,0,347,0,0,0,905,0,0,0,0,0,0,0,0,0,0,0,0,450,0,120,0,136,0,","
10220,112,14,0,0,0,0,0,0,0,0,0,12,0,0,0,0,56,0,0,0,0,0,0,0,37,0,0,0,0,0,","
10270,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,133,0,0,0,0,0,22,0,116,0,0,81,","
10500,101,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,163,0,681,0,231,138,","
10520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
10680,418,80,0,0,0,0,0,120,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,210,0,44,143,0,0,","
11020,63,36,0,0,0,0,30,30,71,0,0,0,0,0,0,76,24,0,0,0,422,0,0,84,146,41,0,0,0,0,","
11040,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,","
11140,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
11180,0,35,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
11190,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,0,7,0,0,0,0,0,","
11200,73,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,","
11230,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,","
11240,59,0,0,0,0,0,10,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,","
11280,39,0,0,0,0,0,38,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
11330,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,30,0,16,0,0,0,","
11340,58,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,14,0,0,0,0,0,","
11360,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,23,0,0,0,0,0,","
11450,167,119,0,0,0,0,0,0,0,0,0,0,162,0,0,0,38,39,219,39,0,0,0,0,108,0,67,0,0,0,","
11480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,42,0,0,0,","
11590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,0,0,0,0,0,","
11610,72,18,0,0,0,0,0,0,0,0,0,0,45,0,0,56,5,0,68,0,0,0,0,0,0,0,0,0,0,0,","
11920,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
12100,267,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,152,0,0,0,0,0,","
12110,372,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,211,0,0,0,0,0,","
12120,1039,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,0,243,0,0,0,0,0,653,0,0,0,0,0,","
12130,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,15,0,0,","
12140,226,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,","
12150,186,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,","
12160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,106,0,0,0,17,0,0,0,0,0,","
12170,59,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,26,0,0,0,0,0,","
12180,101,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,46,0,0,0,0,0,","
12200,309,293,0,0,0,0,0,0,0,0,76,0,0,0,0,0,371,0,11,0,0,0,0,50,188,0,0,0,0,0,","
12210,1436,777,0,0,0,0,0,291,0,0,0,0,0,0,0,0,1729,0,0,0,0,0,0,0,617,0,0,0,0,0,","
12220,265,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,57,0,0,0,100,0,0,0,0,0,","
12320,100,45,0,0,0,0,0,40,0,0,0,0,68,0,0,0,86,0,166,0,0,0,0,0,57,0,0,0,0,0,","
12330,40,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,15,0,13,0,0,0,0,16,0,0,0,0,0,0,","
12360,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,14,0,0,0,0,0,","
12370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
12470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,","
12500,0,0,0,0,0,0,85,0,0,0,0,0,53,0,0,0,0,98,77,0,0,0,0,0,13,0,19,0,0,0,","
12520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,27,0,0,36,0,0,0,0,0,0,","
12570,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
12580,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
12640,0,17,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,95,0,0,0,0,0,19,0,0,0,0,7,","
12650,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,","
12660,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,","
12710,64,34,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,10,77,0,0,0,0,0,34,0,23,0,0,0,","
12770,31,19,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,","
12790,45,26,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,","
12810,92,63,0,0,0,0,0,0,0,0,0,0,147,0,0,0,39,26,169,16,0,0,0,0,104,0,62,0,0,0,","
12830,115,14,0,0,0,0,0,56,0,0,0,112,0,0,0,0,75,0,0,0,0,36,0,69,52,0,28,0,86,0,","
12900,0,0,0,0,0,0,304,49,0,0,0,0,0,0,0,0,0,82,0,0,50,0,147,0,153,0,0,0,0,0,","
13140,159,27,0,0,0,0,0,51,0,0,0,125,0,0,0,0,34,0,0,0,0,75,0,83,51,0,53,0,55,0,","
13200,50,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,","
13210,171,18,0,0,0,0,0,52,56,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,","
13230,143,11,0,0,0,0,0,10,76,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,","
13240,119,0,0,0,0,0,0,21,65,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,","
13250,91,30,0,0,0,0,0,19,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,","
13500,135,92,0,0,0,0,0,0,0,0,0,0,32,0,0,0,15,0,0,0,0,0,0,0,61,0,0,0,0,0,","
13520,223,75,0,0,0,0,0,7,0,0,0,271,0,0,0,0,109,0,0,0,0,0,0,0,96,0,0,0,0,0,","
13530,86,74,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,","
13540,61,0,0,0,0,0,0,21,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,31,0,","
13560,100,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,","
13570,142,6,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,23,0,","
13580,67,15,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,","
13600,109,101,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,","
13630,30,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,","
15080,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,","
15100,429,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,37,0,0,0,0,0,215,0,0,0,0,0,","
15120,180,17,0,0,0,0,0,144,0,0,0,167,0,0,0,0,0,0,0,0,0,11,0,0,97,0,48,0,172,0,","
15130,210,278,0,0,0,0,0,0,0,0,21,0,0,0,0,0,58,0,0,0,0,0,0,0,135,0,0,0,0,0,","
15170,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,67,0,0,0,0,0,9,0,163,0,72,67,","
15190,67,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,38,0,15,0,42,0,","
15200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,","
15210,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,14,0,97,0,0,0,0,0,0,","
15270,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
15300,56,0,0,0,0,0,0,22,0,0,0,57,0,0,0,0,0,0,0,0,0,24,0,41,25,0,30,0,68,0,","
15320,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,146,11,0,0,0,0,0,","
15350,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
15370,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,13,0,0,0,0,0,17,0,86,0,0,33,","
15390,69,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,42,0,17,0,42,0,","
15500,39,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,30,0,0,0,0,0,","
15520,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,0,0,0,0,","
15540,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,","
15560,83,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,67,0,0,0,0,","
15620,43,0,0,0,0,0,0,67,0,0,0,0,28,0,0,0,0,0,45,217,0,0,0,0,82,0,295,0,107,0,","
15700,18,114,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,80,0,0,0,0,0,0,67,0,0,0,0,0,","
15710,15,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,34,0,0,0,0,0,","
15740,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,0,0,0,","
15750,65,67,0,0,0,0,0,0,0,0,0,18,0,0,0,0,11,0,0,0,0,0,0,0,42,0,33,0,0,0,","
16300,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
16450,146,0,0,0,0,0,0,11,0,0,0,174,0,0,0,0,6,0,0,0,0,0,0,0,86,0,0,0,0,0,","
16600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,24,0,0,0,0,","
16710,38,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,","
16720,115,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,","
16730,82,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,","
16810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,88,0,0,48,","
16900,30,0,0,0,0,0,0,12,0,0,0,28,0,0,0,0,0,0,0,0,0,20,0,0,13,0,0,0,32,0,","
17080,340,55,0,0,0,0,0,126,84,0,0,414,0,0,0,124,110,0,49,0,0,0,0,0,53,0,0,0,0,0,","
17100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,19,0,0,0,","
17140,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,34,0,0,0,0,0,7,0,34,0,0,0,","
17300,390,79,0,0,0,0,0,0,0,0,0,444,0,0,0,0,195,0,0,0,0,0,0,0,206,0,0,0,0,0,","
17330,158,44,0,0,0,0,0,0,0,0,0,156,0,0,0,0,45,0,0,0,0,0,0,0,81,0,0,0,0,0,","
17390,292,677,0,0,0,0,252,0,0,0,758,0,0,0,0,0,825,0,276,202,0,0,0,977,614,0,545,0,0,0,","
17410,895,501,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,186,0,0,0,0,0,0,695,0,0,0,0,0,","
17430,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,283,0,0,30,51,0,0,0,0,0,","
17440,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,85,41,0,33,0,0,0,","
17450,136,267,0,0,0,0,0,0,0,0,0,0,485,0,0,0,192,0,861,0,0,0,0,0,350,0,0,0,218,0,","
17460,594,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,954,0,0,0,0,0,503,0,0,0,0,0,","
17470,470,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,279,0,0,78,0,0,","
17480,79,0,347,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,120,0,489,0,0,0,","
17500,198,68,0,0,0,0,0,152,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,","
17570,139,0,0,0,0,0,0,0,0,0,0,81,0,0,0,31,0,0,28,0,0,0,0,0,41,0,0,0,0,0,","
17580,85,16,0,0,0,0,0,28,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,16,12,0,","
17710,90,0,0,0,0,0,0,11,0,0,0,95,0,0,0,0,0,0,0,67,0,0,0,0,0,0,118,0,27,0,","
17740,44,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,27,0,0,0,0,7,0,45,0,0,0,","
18000,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,14,0,0,0,0,6,","
18020,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,11,0,0,0,0,7,","
18040,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,15,0,0,0,0,0,","
18050,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,","
18070,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,9,0,0,0,0,0,","
18120,29,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,","
18300,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,","
18430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
18450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
18460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
18500,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,227,0,0,0,","
18700,24,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,44,0,0,0,0,0,","
18820,31,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,29,0,0,0,0,","
19000,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,","
19200,55,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,","
19800,49,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,19,0,","
19810,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,","
19830,68,0,0,0,0,0,0,23,0,0,0,71,0,0,0,0,0,0,0,0,0,28,0,39,18,0,31,0,89,0,","
19900,278,121,0,0,0,0,0,28,0,0,67,342,0,0,0,0,379,0,0,0,0,76,0,0,158,0,27,78,0,0,","
19980,127,127,0,0,0,0,0,0,0,0,37,0,37,0,0,0,22,0,0,0,0,0,16,0,46,0,0,0,0,0,","
20500,288,72,0,0,0,0,0,32,0,0,0,14,0,0,0,0,333,0,0,0,0,0,0,0,120,0,0,17,0,0,","
20510,333,154,0,0,0,0,0,0,0,0,0,394,0,0,0,0,531,0,259,0,0,0,0,0,215,0,0,400,0,0,","
20530,85,5,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,","
20540,34,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,38,0,134,0,12,0,","
20550,57,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22,0,0,0,","
20570,18,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,29,129,0,0,0,0,25,0,153,0,39,0,","
20820,58,6,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,","
20900,594,463,0,0,0,0,0,0,0,0,0,0,913,0,0,0,325,0,1446,0,0,0,0,0,633,0,0,0,0,0,","
20920,818,1212,0,0,0,0,0,0,0,0,0,0,2019,0,0,0,757,0,3229,0,0,0,0,0,1291,0,0,0,0,0,","
21000,85,81,0,0,0,0,0,50,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,32,0,0,0,0,0,","
21010,39,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
21090,263,13,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,5,0,0,","
21100,227,33,0,0,0,0,0,229,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,","
21110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
21120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
21130,80,82,0,0,0,0,0,9,0,0,0,0,36,0,0,0,26,18,0,0,0,0,0,0,36,0,0,0,0,0,","
21600,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,","
21640,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,29,0,0,0,","
21660,44,0,0,0,0,0,0,0,9,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
21670,82,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,","
21680,58,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
21690,313,187,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,69,0,0,","
21780,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,53,0,0,0,14,0,0,0,0,0,","
21800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,15,0,65,0,24,0,","
21980,100,36,0,0,0,0,0,0,0,0,0,91,0,0,0,0,37,0,0,0,0,0,0,0,52,0,0,0,0,0,","
22000,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,209,0,30,0,0,0,","
22100,134,98,0,0,0,0,0,0,0,0,0,0,29,0,0,0,204,0,253,0,0,0,0,47,114,0,146,0,0,0,","
22120,55,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,90,0,0,56,0,0,","
22130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,","
22140,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,","
22180,33,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,55,0,0,35,0,0,","
22200,147,26,0,0,0,0,0,0,0,0,0,57,24,58,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,","
22230,89,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,29,0,100,0,0,0,","
22300,282,280,0,0,0,0,0,0,0,0,342,230,0,0,0,0,661,0,549,0,0,0,0,0,364,0,0,0,0,0,","
22310,39,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,","
22320,145,388,0,0,0,0,0,0,0,0,249,0,543,0,0,0,881,0,948,0,0,0,0,0,375,0,0,0,0,0,","
22330,337,437,0,0,0,0,0,0,0,0,440,0,679,0,0,0,985,0,969,0,0,0,0,0,576,0,0,0,0,0,","
22340,37,61,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,25,0,0,","
22350,215,35,0,0,0,0,35,97,0,0,0,236,0,0,0,0,38,0,0,0,0,0,0,0,85,0,0,0,48,0,","
22370,523,526,0,0,0,0,0,0,0,0,340,506,0,0,0,0,1280,0,1221,0,0,0,0,0,716,0,0,0,0,0,","
